Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
07/29/2025 08:34,07/29/2025 11:28,EURUSD,Buy,0.160,1.15623,1.15793,-1.6000,0.0000,17.0,25.60,0.14,00:02:53:53,46.6,1h 21m,36.1,1.84,18.5,29.6,-34.1,-54.56,35.2,97.1,-1.50,-2.40
07/28/2025 19:05,07/29/2025 11:28,EURUSD,Buy,0.080,1.15977,1.15793,-0.8000,-0.9700,-18.4,-16.49,-0.09,00:16:22:30,1.9,18m,70.8,53.48,1.3,1.04,-69.5,-55.6,1.8,72.2,-19.70,-15.76
07/28/2025 15:39,07/29/2025 11:28,EURUSD,Buy,0.040,1.16317,1.15793,-0.4000,-0.4900,-52.4,-21.85,-0.12,00:19:48:42,5.9,1h 10m,114.8,6.97,14.4,5.760000000000001,-100.4,-40.160000000000004,12.5,41.8,-66.80,-26.72
07/28/2025 11:35,07/29/2025 11:28,EURUSD,Buy,0.020,1.16676,1.15793,-0.2000,-0.2400,-88.3,-18.10,-0.10,00:23:52:36,1.1,15m,138.8,54.64,2.5,0.5,-136.3,-27.260000000000005,1.8,34.6,-90.80,-18.16
07/28/2025 09:40,07/29/2025 11:28,EURUSD,Buy,0.010,1.16929,1.15793,-0.1000,-0.1200,-113.6,-11.58,-0.06,01:01:48:08,0.0,0s,161.6,163.93,0.0,0.0,-161.6,-16.16,0.0,29.7,-113.60,-11.36
07/28/2025 08:30,07/29/2025 11:28,EURUSD,Buy,0.010,1.17182,1.15793,-0.1000,-0.1200,-138.9,-14.11,-0.08,01:02:58:15,2.2,35m,190.4,53.48,3.5,0.35000000000000003,-186.9,-18.69,1.8,25.2,-142.40,-14.24
07/28/2025 01:30,07/28/2025 08:21,EURUSD,Sell,0.010,1.17596,1.17265,-0.1000,0.0000,33.1,3.21,0.02,00:06:51:12,82.8,5h 40m,14.9,0.27,38.2,3.8200000000000003,-10.5,-1.05,78.4,89.5,-5.10,-0.51
07/25/2025 13:15,07/28/2025 00:00,EURUSD,Buy,0.010,1.17220,1.17550,-0.1000,-0.1200,33.0,3.08,0.02,02:10:45:04,96.6,2d 8h ,23.2,0.51,33.0,3.3000000000000003,-16.7,-1.67,66.4,100.0,0.00,0.00
07/24/2025 16:07,07/25/2025 12:50,EURUSD,Sell,0.160,1.17878,1.17286,-1.6000,0.6000,59.2,93.72,0.51,00:20:43:16,100.0,20h 43m,22.6,0.02,62.7,100.32000000000001,0.0,0.0,100.0,94.4,-3.50,-5.60
07/22/2025 18:07,07/25/2025 12:50,EURUSD,Sell,0.080,1.17526,1.17286,-0.8000,1.5000,24.0,19.90,0.11,02:18:43:36,56.6,1d 13h ,74.2,0.88,39.5,31.6,-34.7,-27.760000000000005,53.2,79.1,-15.50,-12.40
07/22/2025 16:53,07/25/2025 12:50,EURUSD,Sell,0.040,1.17186,1.17286,-0.4000,0.7500,-10.0,-3.65,-0.02,02:19:57:39,0.8,32m,74.2,12.50,5.5,2.2,-68.7,-27.480000000000004,7.4,79.1,-15.50,-6.20
07/21/2025 16:30,07/25/2025 12:50,EURUSD,Sell,0.020,1.16836,1.17286,-0.2000,0.4300,-45.0,-8.77,-0.05,03:20:20:17,0.3,16m,104.0,357.14,0.3,0.06,-103.7,-20.740000000000002,0.3,56.4,-45.30,-9.06
07/21/2025 13:12,07/25/2025 12:50,EURUSD,Sell,0.010,1.16585,1.17286,-0.1000,0.2300,-70.1,-6.88,-0.04,03:23:38:17,0.0,0s,128.8,129.87,0.0,0.0,-128.8,-12.880000000000003,0.0,45.6,-70.10,-7.01
07/21/2025 08:00,07/25/2025 12:50,EURUSD,Sell,0.010,1.16335,1.17286,-0.1000,0.2300,-95.1,-9.38,-0.05,04:04:50:54,0.0,0s,153.8,153.85,0.0,0.0,-153.8,-15.380000000000003,0.0,38.2,-95.10,-9.51
07/18/2025 15:24,07/18/2025 19:37,EURUSD,Sell,0.020,1.16633,1.16203,-0.2000,0.0000,43.0,8.40,0.05,00:04:13:07,95.3,4h 1m,14.1,0.10,45.2,9.040000000000001,-4.4,-0.8800000000000001,91.1,95.6,-2.20,-0.44
07/18/2025 10:05,07/18/2025 19:37,EURUSD,Sell,0.010,1.16383,1.16203,-0.1000,0.0000,18.0,1.70,0.01,00:09:31:53,27.8,2h 38m,35.7,1.46,20.2,2.02,-29.4,-2.94,40.7,95.6,-2.20,-0.22
07/18/2025 00:45,07/18/2025 19:37,EURUSD,Sell,0.010,1.16131,1.16203,-0.1000,0.0000,-7.2,-0.82,0.00,00:18:52:06,0.5,5m,53.9,270.27,0.2,0.020000000000000004,-53.7,-5.370000000000001,0.4,86.3,-7.40,-0.74
07/17/2025 13:50,07/18/2025 00:39,EURUSD,Buy,0.020,1.15709,1.16139,-0.2000,-0.2400,43.0,8.16,0.04,00:10:49:11,99.6,10h 46m,22.6,0.05,43.8,8.76,-2.1,-0.42000000000000004,95.4,98.3,-0.80,-0.16
07/17/2025 08:20,07/18/2025 00:39,EURUSD,Buy,0.010,1.15959,1.16139,-0.1000,-0.1200,18.0,1.58,0.01,00:16:18:54,27.9,4h 33m,36.0,1.44,18.8,1.8800000000000001,-27.1,-2.7100000000000004,41.0,98.3,-0.80,-0.08
07/17/2025 02:45,07/18/2025 00:39,EURUSD,Buy,0.010,1.16209,1.16139,-0.1000,-0.1200,-7.0,-0.92,-0.01,00:21:54:18,11.1,2h 25m,57.6,7.47,6.8,0.68,-50.8,-5.08,11.8,76.0,-13.80,-1.38
07/16/2025 17:30,07/16/2025 17:47,EURUSD,Sell,0.010,1.17109,1.16746,-0.1000,0.0000,36.3,3.53,0.02,00:00:16:41,94.2,15m,13.4,0.13,36.3,3.63,-4.8,-0.48,88.3,100.0,0.00,0.00
07/16/2025 17:30,07/16/2025 17:47,EURUSD,Sell,0.010,1.16847,1.16746,-0.1000,0.0000,10.1,0.91,0.00,00:00:17:13,17.7,3m,31.0,3.07,10.1,1.01,-31.0,-3.1,24.6,100.0,0.00,0.00
07/16/2025 15:21,07/16/2025 17:10,EURUSD,Buy,0.040,1.15853,1.16208,-0.4000,0.0000,35.5,13.80,0.08,00:01:49:08,17.5,19m,22.9,0.61,35.5,14.200000000000001,-21.6,-8.64,62.2,100.0,0.00,0.00
07/15/2025 16:31,07/16/2025 17:10,EURUSD,Buy,0.020,1.16205,1.16208,-0.2000,-0.2400,0.3,-0.38,0.00,01:00:38:42,10.5,2h 35m,64.2,7.68,7.4,1.4800000000000002,-56.8,-11.36,11.5,88.9,-7.10,-1.42
07/15/2025 15:35,07/16/2025 17:10,EURUSD,Buy,0.010,1.16455,1.16208,-0.1000,-0.1200,-24.7,-2.69,-0.01,01:01:35:08,0.4,6m,84.0,37.31,2.2,0.22000000000000003,-81.8,-8.18,2.6,68.0,-26.90,-2.69
07/14/2025 00:15,07/16/2025 17:10,EURUSD,Buy,0.010,1.16712,1.16208,-0.1000,-0.2400,-50.4,-5.38,-0.03,02:16:55:33,40.0,1d 1h ,132.9,4.23,25.4,2.54,-107.5,-10.75,19.1,43.0,-75.80,-7.58
07/10/2025 16:23,07/11/2025 15:41,EURUSD,Buy,0.010,1.16764,1.17117,-0.1000,-0.1200,35.3,3.31,0.02,00:23:17:19,84.3,19h 37m,39.6,0.25,35.3,3.53,-8.8,-0.8800000000000001,80.0,100.0,0.00,0.00
07/10/2025 15:30,07/11/2025 15:41,EURUSD,Buy,0.010,1.17014,1.17117,-0.1000,-0.1200,10.3,0.81,0.00,01:00:11:14,9.7,2h 20m,39.6,3.28,10.3,1.03,-33.8,-3.38,23.4,100.0,0.00,0.00
07/10/2025 02:00,07/10/2025 14:30,EURUSD,Sell,0.010,1.17381,1.17049,-0.1000,0.0000,33.2,3.22,0.02,00:12:30:13,68.3,8h 32m,12.6,0.33,33.5,3.35,-11.0,-1.1,75.3,99.3,-0.30,-0.03
07/08/2025 15:31,07/10/2025 01:58,EURUSD,Buy,0.010,1.16970,1.17320,-0.1000,-0.4900,35.0,2.91,0.02,01:10:26:36,96.2,1d 9h ,37.6,0.26,35.8,3.58,-9.2,-0.9199999999999999,79.6,98.2,-0.80,-0.08
07/08/2025 14:00,07/10/2025 01:58,EURUSD,Buy,0.010,1.17220,1.17320,-0.1000,-0.4900,10.0,0.41,0.00,01:11:58:30,25.6,9h 12m,37.6,3.17,10.8,1.08,-34.2,-3.4200000000000004,24.0,98.2,-0.80,-0.08
07/08/2025 09:38,07/08/2025 12:47,EURUSD,Sell,0.010,1.17588,1.17238,-0.1000,0.0000,35.0,3.40,0.02,00:03:09:04,89.5,2h 49m,6.9,0.16,35.0,3.5,-5.6,-0.5599999999999999,86.2,100.0,0.00,0.00
07/08/2025 00:45,07/08/2025 12:47,EURUSD,Sell,0.010,1.17338,1.17238,-0.1000,0.0000,10.0,0.90,0.00,00:12:02:12,6.3,45m,34.4,3.06,10.0,1.0,-30.6,-3.0600000000000005,24.6,100.0,0.00,0.00
07/07/2025 19:00,07/08/2025 00:39,EURUSD,Buy,0.010,1.16947,1.17277,-0.1000,-0.1200,33.0,3.08,0.02,00:05:39:56,97.7,5h 32m,16.7,0.21,33.2,3.3200000000000003,-6.9,-0.6900000000000001,82.8,99.5,-0.20,-0.02
07/04/2025 01:45,07/07/2025 10:08,EURUSD,Sell,0.010,1.17705,1.17373,-0.1000,0.0400,33.2,3.26,0.02,03:08:23:43,12.6,10h 7m,29.3,0.52,33.2,3.3200000000000003,-17.4,-1.74,65.6,100.0,0.00,0.00
07/03/2025 14:45,07/03/2025 15:40,EURUSD,Buy,0.010,1.17351,1.17685,-0.1000,0.0000,33.4,3.24,0.02,00:00:55:05,81.9,45m,10.3,0.30,33.4,3.34,-9.9,-0.9900000000000001,77.1,100.0,0.00,0.00
07/03/2025 02:45,07/03/2025 14:30,EURUSD,Sell,0.010,1.18074,1.17507,-0.1000,0.0000,56.7,5.57,0.03,00:11:45:01,92.4,10h 51m,22.1,0.04,68.7,6.870000000000001,-2.4,-0.24,96.6,83.1,-12.00,-1.20
07/02/2025 13:41,07/02/2025 17:58,EURUSD,Buy,0.010,1.17546,1.17896,-0.1000,0.0000,35.0,3.40,0.02,00:04:17:31,91.5,3h 55m,33.7,0.19,35.0,3.5,-6.6,-0.66,84.1,100.0,0.00,0.00
07/01/2025 17:00,07/02/2025 17:58,EURUSD,Buy,0.010,1.17796,1.17896,-0.1000,-0.1200,10.0,0.78,0.00,01:00:58:53,55.2,13h 47m,58.8,1.03,28.9,2.89,-29.9,-2.99,49.1,67.9,-18.90,-1.89
07/01/2025 10:54,07/01/2025 16:41,EURUSD,Sell,0.040,1.18130,1.17772,-0.4000,0.0000,35.8,13.92,0.08,00:05:46:48,64.6,3h 44m,28.6,0.37,35.8,14.32,-13.2,-5.28,73.1,100.0,0.00,0.00
06/30/2025 20:17,07/01/2025 16:41,EURUSD,Sell,0.020,1.17774,1.17772,-0.2000,0.0700,0.2,-0.09,0.00,00:20:23:15,7.4,1h 30m,52.8,12.21,4.0,0.8,-48.8,-9.76,7.6,92.8,-3.80,-0.76
06/30/2025 17:16,07/01/2025 16:41,EURUSD,Sell,0.010,1.17524,1.17772,-0.1000,0.0400,-24.8,-2.54,-0.01,00:23:24:29,1.8,25m,81.6,9.47,7.8,0.78,-73.8,-7.38,9.6,60.0,-32.60,-3.26
06/30/2025 00:15,07/01/2025 16:41,EURUSD,Sell,0.010,1.17271,1.17772,-0.1000,0.0400,-50.1,-5.07,-0.03,01:16:26:11,26.0,10h 30m,117.6,5.36,18.5,1.85,-99.1,-9.91,15.7,41.7,-68.60,-6.86
06/27/2025 20:15,06/30/2025 00:00,EURUSD,Buy,0.010,1.16958,1.17288,-0.1000,-0.1200,33.0,3.08,0.02,02:03:45:19,99.1,2d 3h ,9.0,0.21,33.7,3.3700000000000006,-7.1,-0.71,82.6,98.3,-0.70,-0.07
06/27/2025 15:00,06/27/2025 16:45,EURUSD,Sell,0.010,1.17471,1.17137,-0.1000,0.0000,33.4,3.24,0.02,00:01:45:30,100.0,1h 45m,19.1,0.03,34.4,3.44,0.0,0.0,100.0,97.1,-1.00,-0.10
06/26/2025 23:40,06/27/2025 14:30,EURUSD,Buy,0.010,1.16958,1.17289,-0.1000,-0.1200,33.1,3.09,0.02,00:14:50:12,58.4,8h 39m,24.4,0.45,33.1,3.3100000000000005,-15.0,-1.5,68.8,100.0,0.00,0.00
06/26/2025 10:33,06/26/2025 13:20,EURUSD,Sell,0.010,1.17383,1.16999,-0.1000,0.0000,38.4,3.74,0.02,00:02:46:50,94.7,2h 37m,15.3,0.10,38.9,3.89,-3.9,-0.39,90.9,98.8,-0.50,-0.05
06/26/2025 10:00,06/26/2025 13:20,EURUSD,Sell,0.010,1.17102,1.16999,-0.1000,0.0000,10.3,0.93,0.01,00:03:20:18,7.5,15m,32.0,2.96,10.8,1.08,-32.0,-3.2,25.2,98.8,-0.50,-0.05
06/26/2025 05:06,06/26/2025 08:05,EURUSD,Sell,0.040,1.17107,1.16757,-0.4000,0.0000,35.0,13.60,0.07,00:02:58:26,100.0,2h 58m,9.6,0.03,35.0,14.0,0.0,0.0,100.0,100.0,0.00,0.00
06/26/2025 01:32,06/26/2025 08:05,EURUSD,Sell,0.020,1.16757,1.16757,-0.2000,0.0000,0.0,-0.20,0.00,00:06:33:02,6.2,24m,45.9,5.38,7.2,0.0,-38.7,-0.0,15.7,84.3,-7.20,0.00
06/25/2025 20:30,06/26/2025 08:05,EURUSD,Sell,0.010,1.16507,1.16757,-0.1000,0.1100,-25.0,-2.49,-0.01,00:11:34:42,0.0,0s,63.7,64.10,0.0,0.0,-63.7,-6.370000000000001,0.0,60.8,-25.00,-2.50
06/25/2025 17:15,06/26/2025 08:05,EURUSD,Sell,0.010,1.16257,1.16757,-0.1000,0.1100,-50.0,-4.99,-0.03,00:14:50:14,3.4,30m,97.0,10.70,8.3,0.8300000000000001,-88.7,-8.870000000000001,8.6,39.9,-58.30,-5.83
06/24/2025 16:26,06/25/2025 09:52,EURUSD,Sell,0.080,1.16403,1.15972,-0.8000,0.1500,43.1,33.83,0.19,00:17:25:54,100.0,17h 25m,24.9,0.02,47.0,37.6,0.0,0.0,100.0,91.7,-3.90,-3.12
06/24/2025 01:43,06/25/2025 09:52,EURUSD,Sell,0.040,1.16062,1.15972,-0.4000,0.0700,9.0,3.27,0.02,01:08:09:18,37.4,12h 1m,50.7,1.21,22.9,9.16,-27.8,-11.120000000000001,45.2,72.6,-13.90,-5.56
06/23/2025 19:52,06/25/2025 09:52,EURUSD,Sell,0.020,1.15712,1.15972,-0.2000,0.0800,-26.0,-5.32,-0.03,01:14:00:20,1.4,31m,65.4,24.15,2.6,0.52,-62.8,-12.56,4.0,56.3,-28.60,-5.72
06/23/2025 17:25,06/25/2025 09:52,EURUSD,Sell,0.010,1.15456,1.15972,-0.1000,0.0400,-51.6,-5.22,-0.03,01:16:26:46,2.9,1h 10m,104.5,5.49,16.1,1.6100000000000003,-88.4,-8.840000000000002,15.4,35.2,-67.70,-6.77
06/23/2025 16:15,06/25/2025 09:52,EURUSD,Sell,0.010,1.15206,1.15972,-0.1000,0.0400,-76.6,-7.72,-0.04,01:17:37:44,0.0,0s,113.4,113.64,0.0,0.0,-113.4,-11.340000000000002,0.0,32.5,-76.60,-7.66
06/23/2025 11:28,06/23/2025 15:47,EURUSD,Buy,0.010,1.14571,1.14921,-0.1000,0.0000,35.0,3.40,0.02,00:04:18:45,98.9,4h 15m,22.8,0.07,35.0,3.5,-2.4,-0.24,93.6,100.0,0.00,0.00
06/23/2025 11:00,06/23/2025 15:47,EURUSD,Buy,0.010,1.14821,1.14921,-0.1000,0.0000,10.0,0.90,0.00,00:04:47:41,3.5,10m,27.4,2.74,10.0,1.0,-27.4,-2.74,26.7,100.0,0.00,0.00
06/23/2025 00:15,06/23/2025 08:02,EURUSD,Buy,0.010,1.14873,1.15210,-0.1000,0.0000,33.7,3.27,0.02,00:07:47:34,81.4,6h 20m,33.4,0.41,33.7,3.3700000000000006,-13.8,-1.3800000000000001,70.9,100.0,0.00,0.00
06/20/2025 12:13,06/20/2025 16:42,EURUSD,Sell,0.010,1.15347,1.14989,-0.1000,0.0000,35.8,3.48,0.02,00:04:28:48,100.0,4h 28m,13.9,0.03,35.8,3.58,0.0,0.0,100.0,100.0,0.00,0.00
06/20/2025 01:30,06/20/2025 16:42,EURUSD,Sell,0.010,1.15097,1.14989,-0.1000,0.0000,10.8,0.98,0.01,00:15:12:17,4.7,42m,26.0,2.22,10.8,1.08,-24.0,-2.4000000000000004,31.0,100.0,0.00,0.00
06/18/2025 21:01,06/20/2025 01:10,EURUSD,Buy,0.040,1.14660,1.15015,-0.4000,-1.5100,35.5,12.29,0.07,01:04:08:41,73.4,20h 39m,40.4,0.51,35.5,14.200000000000001,-18.1,-7.240000000000001,66.2,100.0,0.00,0.00
06/17/2025 18:55,06/20/2025 01:10,EURUSD,Buy,0.020,1.15015,1.15015,-0.2000,-0.9500,0.0,-1.15,-0.01,02:06:15:06,22.8,12h 22m,81.7,1.91,28.1,0.0,-53.6,-0.0,34.4,65.6,-28.10,0.00
06/17/2025 16:32,06/20/2025 01:10,EURUSD,Buy,0.010,1.15266,1.15015,-0.1000,-0.4600,-25.1,-3.07,-0.02,02:08:37:09,2.1,1h 11m,89.4,7.36,10.7,1.07,-78.7,-7.870000000000001,12.0,60.0,-35.80,-3.58
06/17/2025 01:45,06/20/2025 01:10,EURUSD,Buy,0.010,1.15525,1.15015,-0.1000,-0.4600,-51.0,-5.66,-0.03,02:23:25:07,16.4,11h 42m,124.9,5.15,20.3,2.0300000000000002,-104.6,-10.46,16.3,42.9,-71.30,-7.13
06/16/2025 15:07,06/17/2025 01:34,EURUSD,Sell,0.020,1.15966,1.15530,-0.2000,0.0400,43.6,8.56,0.05,00:10:27:26,89.0,9h 18m,24.9,0.38,43.9,8.78,-16.8,-3.3600000000000003,72.3,99.5,-0.30,-0.06
06/16/2025 08:52,06/17/2025 01:34,EURUSD,Sell,0.010,1.15710,1.15530,-0.1000,0.0200,18.0,1.72,0.01,00:16:42:12,27.6,4h 36m,45.2,2.31,18.3,1.83,-42.2,-4.220000000000001,30.2,99.5,-0.30,-0.03
06/16/2025 07:15,06/17/2025 01:34,EURUSD,Sell,0.010,1.15460,1.15530,-0.1000,0.0200,-7.0,-0.78,0.00,00:18:19:29,0.5,5m,70.5,20.37,3.3,0.33,-67.2,-6.720000000000001,4.7,85.4,-10.30,-1.03
06/13/2025 17:30,06/16/2025 00:07,EURUSD,Sell,0.010,1.15635,1.15305,-0.1000,0.0200,33.0,3.22,0.02,02:06:37:35,99.5,2d 6h ,13.1,0.10,37.5,3.75,-3.8,-0.38,90.8,89.1,-4.50,-0.45
06/13/2025 13:00,06/13/2025 16:13,EURUSD,Buy,0.010,1.15054,1.15386,-0.1000,0.0000,33.2,3.22,0.02,00:03:13:01,73.6,2h 22m,18.1,0.39,33.5,3.35,-12.9,-1.29,72.2,99.4,-0.30,-0.03
06/13/2025 00:15,06/13/2025 02:36,EURUSD,Sell,0.010,1.15921,1.15591,-0.1000,0.0000,33.0,3.20,0.02,00:02:21:02,59.6,1h 24m,24.5,0.50,38.8,3.88,-19.3,-1.9300000000000002,66.8,90.0,-5.80,-0.58
06/12/2025 14:30,06/12/2025 17:15,EURUSD,Sell,0.320,1.16251,1.15724,-3.2000,0.0000,52.7,165.44,0.92,00:02:45:02,97.0,2h 40m,16.9,0.05,52.7,168.64000000000001,-2.8,-8.959999999999999,95.0,100.0,0.00,0.00
06/12/2025 12:28,06/12/2025 17:15,EURUSD,Sell,0.160,1.15896,1.15724,-1.6000,0.0000,17.2,25.92,0.14,00:04:46:54,44.0,2h 6m,46.5,2.23,17.2,27.52,-38.4,-61.44,30.9,100.0,0.00,0.00
06/12/2025 11:08,06/12/2025 17:15,EURUSD,Sell,0.080,1.15543,1.15724,-0.8000,0.0000,-18.1,-15.28,-0.08,00:06:06:35,1.4,5m,76.9,23.04,3.2,2.5600000000000005,-73.7,-58.96000000000001,4.2,72.3,-21.30,-17.04
06/12/2025 02:46,06/12/2025 17:15,EURUSD,Sell,0.040,1.15203,1.15724,-0.4000,0.0000,-52.1,-21.24,-0.12,00:14:29:17,35.0,5h 4m,120.5,8.42,12.8,5.120000000000001,-107.7,-43.080000000000005,10.6,46.1,-64.90,-25.96
06/11/2025 14:35,06/12/2025 17:15,EURUSD,Sell,0.020,1.14845,1.15724,-0.2000,0.1100,-87.9,-17.67,-0.10,01:02:39:35,14.4,3h 50m,171.6,5.09,28.2,5.640000000000001,-143.4,-28.680000000000003,16.4,32.3,-116.10,-23.22
06/11/2025 14:30,06/12/2025 17:15,EURUSD,Sell,0.010,1.14595,1.15724,-0.1000,0.0600,-112.9,-11.33,-0.06,01:02:45:31,0.7,11m,171.6,52.63,3.2,0.32000000000000006,-168.4,-16.84,1.9,32.3,-116.10,-11.61
06/10/2025 14:45,06/12/2025 17:15,EURUSD,Sell,0.010,1.14329,1.15724,-0.1000,0.0800,-139.5,-13.97,-0.08,02:02:30:33,37.0,18h 41m,221.8,7.28,26.8,2.68,-195.0,-19.5,12.1,25.0,-166.30,-16.63
06/10/2025 09:13,06/10/2025 10:56,EURUSD,Buy,0.010,1.13735,1.14087,-0.1000,0.0000,35.2,3.42,0.02,00:01:43:14,100.0,1h 43m,6.9,0.03,37.0,3.7,0.0,0.0,100.0,95.1,-1.80,-0.18
06/10/2025 03:52,06/10/2025 10:56,EURUSD,Buy,0.010,1.13985,1.14087,-0.1000,0.0000,10.2,0.92,0.01,00:07:03:58,55.9,3h 56m,38.9,1.70,14.4,1.4400000000000002,-24.5,-2.45,37.0,89.2,-4.20,-0.42
06/10/2025 02:15,06/10/2025 03:52,EURUSD,Sell,0.010,1.14317,1.13984,-0.1000,0.0000,33.3,3.23,0.02,00:01:37:28,87.7,1h 25m,6.4,0.10,35.3,3.53,-3.5,-0.35000000000000003,91.0,94.8,-2.00,-0.20
06/09/2025 15:15,06/09/2025 20:28,EURUSD,Buy,0.010,1.13949,1.14279,-0.1000,0.0000,33.0,3.20,0.02,00:05:13:18,96.9,5h 3m,13.3,0.23,33.0,3.3000000000000003,-7.5,-0.75,81.5,100.0,0.00,0.00
06/06/2025 15:21,06/09/2025 08:51,EURUSD,Buy,0.020,1.13852,1.14286,-0.2000,-0.1900,43.4,8.29,0.05,02:17:29:13,99.4,2d 17h ,33.3,0.29,44.0,8.8,-12.9,-2.58,77.3,98.9,-0.60,-0.12
06/06/2025 14:10,06/09/2025 08:51,EURUSD,Buy,0.010,1.14102,1.14286,-0.1000,-0.0900,18.4,1.65,0.01,02:18:40:51,8.4,5h 36m,57.8,1.90,19.9,1.99,-37.9,-3.79,34.4,97.4,-1.50,-0.15
06/06/2025 04:30,06/09/2025 08:51,EURUSD,Buy,0.010,1.14353,1.14286,-0.1000,-0.0900,-6.7,-0.86,0.00,03:04:20:59,4.2,3h 12m,67.5,6.94,8.5,0.8500000000000001,-59.0,-5.9,12.6,77.5,-15.20,-1.52
06/05/2025 15:23,06/05/2025 17:05,EURUSD,Sell,0.040,1.14827,1.14450,-0.4000,0.0000,37.7,14.68,0.08,00:01:42:35,77.5,1h 19m,14.9,0.26,37.8,15.12,-10.0,-4.0,79.1,99.8,-0.10,-0.04
06/05/2025 14:30,06/05/2025 17:05,EURUSD,Sell,0.020,1.14453,1.14450,-0.2000,0.0000,0.3,-0.14,0.00,00:02:35:41,25.9,40m,72.7,1.87,25.3,5.0600000000000005,-47.4,-9.48,34.8,65.6,-25.00,-5.00
06/04/2025 16:04,06/05/2025 17:05,EURUSD,Sell,0.010,1.14190,1.14450,-0.1000,0.0600,-26.0,-2.64,-0.01,01:01:01:03,42.2,10h 33m,86.5,5.76,12.8,1.2800000000000002,-73.7,-7.370000000000001,14.8,55.1,-38.80,-3.88
06/04/2025 09:30,06/05/2025 17:05,EURUSD,Sell,0.010,1.13940,1.14450,-0.1000,0.0600,-51.0,-5.14,-0.03,01:07:35:56,12.7,4h 0m,116.8,5.46,18.1,1.8100000000000003,-98.7,-9.870000000000001,15.5,40.8,-69.10,-6.91
06/04/2025 07:35,06/04/2025 09:24,EURUSD,Buy,0.010,1.13574,1.13927,-0.1000,0.0000,35.3,3.43,0.02,00:01:49:00,100.0,1h 49m,9.2,0.03,35.3,3.53,0.0,0.0,100.0,100.0,0.00,0.00
